GRADE,CONTENT_AREA,SCALE_SCORE,SCALE_SCORE_CSEM,
6,READING,731,16
6,READING,741,14
6,READING,748,12
6,READING,754,11
6,READING,759,10
6,READING,764,10
6,READING,768,9
6,READING,771,9
6,READING,775,9
6,READING,778,8
6,READING,781,8
6,READING,784,8
6,READING,787,8
6,READING,790,8
6,READING,792,8
6,READING,795,8
6,READING,798,8
6,READING,800,8
6,READING,803,8
6,READING,805,8
6,READING,808,8
6,READING,810,8
6,READING,813,8
6,READING,816,8
6,READING,818,8
6,READING,821,8
6,READING,824,8
6,READING,827,8
6,READING,830,9
6,READING,834,9
6,READING,837,9
6,READING,841,10
6,READING,850,10
6,READING,851,11
6,READING,857,12
6,READING,864,14
6,READING,874,16
6,READING,890,23
6,READING,920,43
7,READING,650,108
7,READING,720,21
7,READING,735,15
7,READING,744,13
7,READING,751,11
7,READING,757,10
7,READING,761,10
7,READING,766,9
7,READING,769,9
7,READING,773,8
7,READING,776,8
7,READING,779,8
7,READING,782,8
7,READING,784,7
7,READING,787,7
7,READING,790,7
7,READING,792,7
7,READING,795,7
7,READING,797,7
7,READING,800,7
7,READING,802,7
7,READING,804,7
7,READING,806,7
7,READING,809,7
7,READING,811,7
7,READING,814,7
7,READING,816,7
7,READING,819,7
7,READING,822,8
7,READING,824,8
7,READING,827,8
7,READING,831,8
7,READING,834,9
7,READING,838,9
7,READING,842,10
7,READING,850,10
7,READING,852,11
7,READING,859,13
7,READING,868,15
7,READING,883,21
7,READING,920,49
8,READING,650,112
8,READING,720,21
8,READING,735,15
8,READING,744,12
8,READING,751,11
8,READING,756,10
8,READING,761,9
8,READING,765,9
8,READING,769,9
8,READING,772,8
8,READING,776,8
8,READING,779,8
8,READING,782,8
8,READING,784,7
8,READING,787,7
8,READING,790,7
8,READING,792,7
8,READING,795,7
8,READING,797,7
8,READING,800,7
8,READING,802,7
8,READING,805,7
8,READING,807,7
8,READING,810,7
8,READING,812,7
8,READING,815,7
8,READING,817,7
8,READING,820,7
8,READING,823,8
8,READING,826,8
8,READING,829,8
8,READING,832,8
8,READING,835,9
8,READING,839,9
8,READING,843,9
