GRADE,CONTENT_AREA,SCALE_SCORE,SCALE_SCORE_CSEM
EOCT,AMERICAN_LITERATURE,425,8
EOCT,AMERICAN_LITERATURE,426,8
EOCT,AMERICAN_LITERATURE,427,8
EOCT,AMERICAN_LITERATURE,428,8
EOCT,AMERICAN_LITERATURE,430,8
EOCT,AMERICAN_LITERATURE,432,8
EOCT,AMERICAN_LITERATURE,433,9
EOCT,AMERICAN_LITERATURE,434,9
EOCT,AMERICAN_LITERATURE,435,9
EOCT,AMERICAN_LITERATURE,437,9
EOCT,AMERICAN_LITERATURE,438,9
EOCT,AMERICAN_LITERATURE,440,9
EOCT,AMERICAN_LITERATURE,441,9
EOCT,AMERICAN_LITERATURE,442,9
EOCT,AMERICAN_LITERATURE,443,9
EOCT,AMERICAN_LITERATURE,445,9
EOCT,AMERICAN_LITERATURE,446,9
EOCT,AMERICAN_LITERATURE,450,10
EOCT,AMERICAN_LITERATURE,451,10
